	Arrests per 1,000 Residents	House Election	Locality, Local Health District	PopEst Total Population	Presidential Election	Senate Election	VA Election	Education Spending per Student	Per Capita Income	Per Capita Income Maintenance Benefits	Per Job Income	Children in Poverty	Population in Poverty	Unemployment Rate	Uninsured Children	Uninsured Population2	Voter Turnout2	Cost Burdened Households	Home Ownership Rate	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma
152	15.0	False	Northampton, Eastern Shore	12493	False	False	False	11515.0	33920.0	1323.0	34604.0	0.35	0.23	0.09	0.1	0.21	0.33	0.34	0.69	0.58	0.23	0.15
153	8.0	False	King and Queen, Three Rivers	6946	False	False	False	13918.0	33979.0	772.0	39894.0	0.2	0.13	0.07	0.09	0.19	0.34	0.25	0.8	0.62	0.1	0.14
154	5.0	False	Middlesex, Three Rivers	10855	False	False	False	10256.0	40995.0	707.0	34246.0	0.24	0.13	0.06	0.09	0.18	0.42	0.26	0.82	0.58	0.26	0.12
155	7.0	False	Lancaster, Three Rivers	11424	False	False	False	11768.0	45677.0	817.0	33778.0	0.27	0.16	0.09	0.09	0.17	0.47	0.29	0.77	0.53	0.22	0.13
156	16.0	False	Northumberland, Three Rivers	12431	False	False	False	9876.0	38435.0	764.0	31062.0	0.28	0.14	0.09	0.1	0.19	0.42	0.31	0.83	0.54	0.22	0.13
157	7.0	False	Richmond, Three Rivers	9310	False	False	False	10179.0	27777.0	793.0	37586.0	0.26	0.2	0.07	0.1	0.19	0.32	0.23	0.79	0.64	0.1	0.22
158	21.0	False	Essex, Three Rivers	11029	False	False	False	10092.0	35073.0	1045.0	33690.0	0.25	0.15	0.08	0.07	0.17	0.27	0.31	0.76	0.61	0.17	0.16
159	8.0	False	Westmoreland, Three Rivers	17386	False	False	False	10905.0	35084.0	911.0	27998.0	0.29	0.17	0.08	0.09	0.2	0.31	0.28	0.75	0.59	0.15	0.2
160	13.0	False	Mathews, Three Rivers	9000	False	False	False	9746.0	46073.0	554.0	28858.0	0.18	0.1	0.07	0.09	0.16	0.48	0.2	0.83	0.57	0.2	0.12
161	28.0	False	Hampton City, Hampton	138148	False	False	False	9992.0	37241.0	922.0	55365.0	0.24	0.15	0.09	0.05	0.14	0.19	0.4	0.61	0.65	0.24	0.08
162	24.0	False	Williamsburg City, Peninsula	13741	False	False	False					0.23	0.19	0.09	0.07	0.17	0.23	0.38	0.44	0.77	0.46	0.05
163	30.0	False	Newport News City, Peninsula	181009	False	False	False	10582.0	37146.0	1054.0	55759.0	0.23	0.16	0.08	0.06	0.16	0.22	0.4	0.52	0.65	0.24	0.09
164	19.0	False	York, Peninsula	65289	False	False	False	9431.0	49744.0	311.0	39877.0	0.08	0.05	0.06	0.05	0.1	0.24	0.3	0.77	0.62	0.44	0.03
165	14.0	False	James City, Peninsula	65818	False	False	False	10916.0	54220.0	406.0	40460.0	0.11	0.07	0.06	0.06	0.12	0.37	0.31	0.76	0.58	0.45	0.06
166	11.0	False	Poquoson City, Peninsula	12097	False	False	False	8767.0				0.07	0.05	0.06	0.05	0.1	0.25	0.27	0.84	0.6	0.41	0.05
167	11.0	False	Gloucester, Three Rivers	36741	False	False	False	9104.0	41366.0	625.0	32802.0	0.15	0.1	0.06	0.07	0.15	0.3	0.31	0.84	0.63	0.2	0.1
168	19.0	False	Chesapeake City, Chesapeake	220837	False	False	False	10490.0	43373.0	605.0	43838.0	0.14	0.09	0.07	0.05	0.12	0.1	0.4	0.74	0.64	0.3	0.08
169	17.0	False	Norfolk City, Norfolk	241943	False	False	False	10500.0	35341.0	1094.0	62945.0	0.28	0.2	0.08	0.06	0.18	0.11	0.45	0.46	0.69	0.26	0.13
170	27.0	False	Portsmouth City, Portsmouth	96066	False	False	False	10450.0	36166.0	1288.0	60680.0	0.28	0.18	0.09	0.05	0.16	0.18	0.45	0.61	0.63	0.21	0.14
171	20.0	False	Virginia Beach City, Virginia Beach	436979	False	False	False	10772.0	46693.0	515.0	46227.0	0.13	0.09	0.06	0.06	0.13	0.15	0.41	0.66	0.65	0.33	0.06
172	8.0	False	Isle of Wight, Western Tidewater	35092	False	False	False	9827.0	47049.0	612.0	41101.0	0.16	0.11	0.07	0.05	0.13	0.44	0.29	0.81	0.63	0.28	0.1
173	19.0	False	Suffolk City, Western Tidewater	83465	False	False	False	9825.0	43852.0	851.0	44481.0	0.18	0.12	0.07	0.05	0.13	0.12	0.39	0.75	0.62	0.27	0.11
174	17.0	False	Fauquier, Rappahannock Rapidan	65008	False	False	False	11283.0	57797.0	355.0	44805.0	0.09	0.06	0.06	0.06	0.13	0.24	0.31	0.79	0.62	0.33	0.07
175	16.0	False	Falls Church City, Fairfax	11840	False	False	False	16758.0				0.03	0.03	0.04	0.03	0.08	0.31	0.33	0.62	0.65	0.75	0.03
176	10.0	False	Fairfax City, Fairfax	22277	False	False	False					0.09	0.07	0.05	0.06	0.13	0.28	0.37	0.69	0.67	0.54	0.06
177	11.0	False	Fairfax, Fairfax	1064735	False	False	False	13008.0	69905.0	314.0	78561.0	0.09	0.07	0.05	0.05	0.12	0.33	0.33	0.71	0.66	0.6	0.08
178	7.0	False	Loudoun, Loudoun	303329	False	False	False	11946.0	66042.0	216.0	58735.0	0.04	0.04	0.05	0.05	0.09	0.31	0.37	0.79	0.63	0.59	0.06
179	17.0	False	Prince William, Prince William	391439	False	False	False	10079.0	48010.0	464.0	48819.0	0.1	0.07	0.06	0.07	0.14	0.27	0.38	0.74	0.64	0.39	0.11
180	15.0	False	Manassas Park City, Prince William	13759	False	False	False	9646.0				0.14	0.08	0.06	0.11	0.23	0.16	0.51	0.68	0.65	0.22	0.17
181	21.0	False	Manassas City, Rappahannock Rapidan	36811	False	False	False	11706.0				0.17	0.1	0.06	0.09	0.21	0.25	0.4	0.66	0.64	0.28	0.2
182	12.0	False	Alexandria City, Alexandria	136968	False	False	False	18349.0	78560.0	436.0	80436.0	0.15	0.08	0.04	0.06	0.14	0.24	0.35	0.45	0.74	0.62	0.08
183	10.0	False	Arlington, Arlington	202999	False	False	False	18548.0	82079.0	268.0	97103.0	0.1	0.07	0.04	0.05	0.1	0.26	0.32	0.47	0.76	0.74	0.07
184	19.0	False	Spotsylvania, Rappahannock	121508	False	False	False	9323.0	43068.0	555.0	40552.0	0.12	0.08	0.07	0.06	0.14	0.24	0.34	0.78	0.62	0.31	0.1
185	17.0	False	Stafford, Rappahannock	127041	False	False	False	9858.0	48102.0	373.0	52195.0	0.08	0.06	0.06	0.06	0.11	0.23	0.34	0.79	0.64	0.38	0.07
186	47.0	False	Fredericksburg City, Rappahannock	24015	False	False	False	11207.0				0.23	0.16	0.08	0.06	0.18	0.26	0.45	0.39	0.7	0.33	0.08
187	13.0	False	King George, Rappahannock	23321	False	False	False	8682.0	45927.0	505.0	80137.0	0.1	0.07	0.07	0.05	0.1	0.26	0.27	0.75	0.62	0.3	0.07
188	87.0	False	Colonial Heights City, Chesterfield	17439	False	False	False	11510.0				0.16	0.1	0.08	0.06	0.15	0.13	0.27	0.65	0.59	0.23	0.08
189	26.0	False	Chesterfield, Chesterfield	313001	False	False	False	8772.0	43789.0	504.0	45321.0	0.1	0.07	0.07	0.06	0.13	0.23	0.31	0.78	0.64	0.38	0.08
190	10.0	False	Powhatan, Chesterfield	27907	False	False	False	9741.0	41042.0	323.0	38410.0	0.1	0.07	0.06	0.08	0.14	0.33	0.27	0.89	0.67	0.25	0.17
191	5.0	False	Charles City, Chickahominy	7223	False	False	False	13321.0	35621.0	718.0	41371.0	0.18	0.12	0.09	0.11	0.2	0.41	0.3	0.85	0.65	0.13	0.21
192	6.0	False	Goochland, Chickahominy	21481	False	False	False	10232.0	76748.0	364.0	67585.0	0.1	0.08	0.06	0.06	0.1	0.43	0.26	0.93	0.65	0.39	0.14
193	19.0	False	Hanover, Chickahominy	99638	False	False	False	8899.0	47197.0	329.0	41134.0	0.07	0.06	0.06	0.04	0.1	0.31	0.28	0.84	0.62	0.37	0.06
194	13.0	False	New Kent, Chickahominy	18086	False	False	False	8748.0	44997.0	387.0	31406.0	0.11	0.07	0.06	0.08	0.13	0.29	0.27	0.91	0.66	0.25	0.12
195	17.0	False	Henrico, Henrico	303845	False	False	False	9015.0	49550.0	610.0	57187.0	0.15	0.11	0.07	0.06	0.14	0.28	0.35	0.66	0.63	0.42	0.09
196	33.0	False	Richmond City, Richmond	203165	False	False	False	13040.0	46077.0	1320.0	64834.0	0.36	0.26	0.08	0.06	0.19	0.16	0.47	0.45	0.7	0.35	0.17
197	17.0	False	Caroline, Rappahannock	28234	False	False	False	8611.0	35142.0	761.0	36265.0	0.19	0.12	0.09	0.07	0.16	0.3	0.35	0.83	0.63	0.18	0.14
198	17.0	False	Dinwiddie, Crater	27714	False	False	False	9121.0	36067.0	1206.0	38714.0	0.19	0.13	0.08	0.07	0.15	0.36	0.29	0.78	0.64	0.14	0.18
199	50.0	False	Petersburg City, Crater	32337	False	False	False	11914.0				0.38	0.24	0.13	0.05	0.18	0.16	0.38	0.48	0.64	0.14	0.26
200	10.0	False	Prince George, Crater	35520	False	False	False	9136.0	33401.0	880.0	65924.0	0.14	0.11	0.08	0.05	0.11	0.28	0.25	0.76	0.67	0.17	0.14
201	34.0	False	Hopewell City, Crater	22562	False	False	False	10370.0				0.3	0.18	0.11	0.06	0.18	0.2	0.35	0.5	0.6	0.11	0.22
202	9.0	False	Amelia, Piedmont	12631	False	False	False	8986.0	35632.0	828.0	33271.0	0.18	0.12	0.07	0.1	0.2	0.4	0.31	0.81	0.61	0.13	0.17
203	15.0	False	Sussex, Crater	12147	False	False	False	15868.0	26971.0	913.0	39900.0	0.23	0.21	0.1	0.08	0.18	0.34	0.26	0.64	0.68	0.1	0.3
204	9.0	False	Franklin, West Piedmont	55621	False	False	False	10062.0	33301.0	713.0	32084.0	0.22	0.13	0.07	0.08	0.18	0.44	0.26	0.79	0.62	0.19	0.14
205	13.0	False	Buckingham, Piedmont	17021	False	False	False	10925.0	24522.0	948.0	37701.0	0.26	0.21	0.1	0.08	0.2	0.34	0.26	0.73	0.7	0.14	0.29
206	13.0	False	Charlotte, Piedmont	12601	False	False	False	10963.0	27890.0	1111.0	26894.0	0.3	0.21	0.1	0.08	0.2	0.27	0.27	0.77	0.58	0.17	0.21
207	12.0	False	Cumberland, Piedmont	9928	False	False	False	9879.0	29050.0	999.0	33653.0	0.27	0.18	0.08	0.08	0.2	0.35	0.3	0.76	0.61	0.15	0.17
208	11.0	False	Surry, Crater	7026	False	False	False	17521.0	35699.0	799.0	80107.0	0.2	0.13	0.08	0.08	0.16	0.51	0.25	0.74	0.62	0.11	0.17
209	18.0	False	Patrick, West Piedmont	18573	False	False	False	9186.0	27295.0	917.0	27945.0	0.27	0.18	0.11	0.08	0.19	0.39	0.2	0.8	0.6	0.1	0.19
210	15.0	False	Lunenburg, Piedmont	12928	False	False	False	10436.0	26949.0	1070.0	32889.0	0.29	0.23	0.09	0.08	0.19	0.35	0.32	0.73	0.63	0.1	0.27
211	16.0	False	Nottoway, Piedmont	15845	False	False	False	9880.0	31634.0	1126.0	37221.0	0.29	0.22	0.07	0.07	0.19	0.26	0.39	0.68	0.62	0.13	0.2
212	14.0	False	Prince Edward, Piedmont	23050	False	False	False	10821.0	25271.0	931.0	34747.0	0.27	0.25	0.09	0.06	0.17	0.28	0.32	0.66	0.69	0.22	0.18
213	10.0	False	Brunswick, Southside	17553	False	False	False	11584.0	27586.0	1165.0	31998.0	0.31	0.26	0.11	0.06	0.17	0.34	0.33	0.7	0.64	0.14	0.26
214	15.0	False	Halifax, Southside	36248	False	False	False	10580.0	29598.0	1115.0	35679.0	0.26	0.19	0.11	0.06	0.17	0.37	0.3	0.76	0.59	0.16	0.19
215	11.0	False	Greensville, Crater	12194	False	False	False	10558.0	28115.0	1218.0	36795.0	0.26	0.25	0.09	0.06	0.14	0.34	0.27	0.72	0.71	0.08	0.23
216	36.0	False	Emporia City, Crater	5850	False	False	False					0.34	0.23	0.11	0.05	0.16	0.29	0.39	0.48	0.59	0.17	0.23
217	7.0	False	Southampton, Western Tidewater	18573	False	False	False	10449.0	31244.0	1096.0	35989.0	0.22	0.16	0.08	0.07	0.15	0.36	0.32	0.74	0.64	0.13	0.22
218	44.0	False	Franklin City, Western Tidewater	8570	False	False	False	12419.0				0.34	0.22	0.11	0.05	0.16	0.31	0.5	0.42	0.59	0.18	0.2
219	13.0	False	Mecklenburg, Southside	32778	False	False	False	9199.0	29913.0	1008.0	33846.0	0.29	0.19	0.1	0.08	0.19	0.33	0.31	0.74	0.6	0.14	0.2
220	12.0	False	Pittsylvania, Pittsylvania-Danville	63194	False	False	False	9111.0	30065.0	1164.0	35730.0	0.21	0.15	0.09	0.08	0.17	0.36	0.27	0.8	0.62	0.14	0.16
221	46.0	False	Danville City, Pittsylvania-Danville	43433	False	False	False	11235.0				0.41	0.27	0.12	0.05	0.17	0.26	0.38	0.55	0.59	0.19	0.17
222	34.0	False	Martinsville City, West Piedmont	13882	False	False	False	10476.0				0.37	0.24	0.15	0.05	0.16	0.28	0.37	0.58	0.59	0.21	0.13
223	21.0	False	Henry, West Piedmont	54524	False	False	False	9169.0	31123.0	1183.0	35128.0	0.34	0.21	0.13	0.08	0.2	0.36	0.25	0.75	0.6	0.12	0.2
224	25.0	False	Scott, Lenowisco	23210	False	False	False	9378.0	28791.0	1012.0	28349.0	0.25	0.19	0.07	0.06	0.16	0.37	0.2	0.78	0.61	0.13	0.19
225	18.0	False	Washington, Mount Rogers	54628	False	False	False	8902.0	37553.0	873.0	42964.0	0.2	0.13	0.07	0.07	0.16	0.29	0.24	0.75	0.63	0.23	0.13
226	33.0	False	Bristol City, Mount Rogers	17718	False	False	False	9829.0				0.35	0.26	0.08	0.04	0.15	0.19	0.3	0.61	0.6	0.23	0.15
227	31.0	False	Radford City, New River	16374	False	False	False	9566.0				0.19	0.27	0.08	0.06	0.18	0.16	0.43	0.49	0.79	0.41	0.08
228	6.0	False	Floyd, New River	15156	False	False	False	9010.0	30865.0	710.0	25384.0	0.21	0.13	0.06	0.09	0.18	0.37	0.22	0.77	0.6	0.23	0.15
229	17.0	False	Giles, New River	17197	False	False	False	8838.0	32604.0	773.0	39178.0	0.19	0.13	0.08	0.06	0.16	0.43	0.21	0.78	0.61	0.19	0.15
230	31.0	False	Pulaski, New River	34900	False	False	False	9695.0	32224.0	812.0	40823.0	0.24	0.16	0.09	0.05	0.16	0.26	0.28	0.73	0.63	0.16	0.14
231	14.0	False	Montgomery, New River	93379	False	False	False	10177.0	28960.0	523.0	42177.0	0.17	0.23	0.06	0.06	0.16	0.26	0.36	0.55	0.74	0.44	0.07
232	9.0	False	Lee, Lenowisco	25405	False	False	False	11032.0	26888.0	1414.0	34521.0	0.36	0.28	0.08	0.08	0.16	0.34	0.25	0.75	0.64	0.13	0.21
233	9.0	False	Bland, Mount Rogers	6871	False	False	False	9157.0	29729.0	539.0	39900.0	0.19	0.14	0.07	0.07	0.15	0.39	0.19	0.84	0.65	0.13	0.15
234	22.0	False	Dickenson, Cumberland Plateau	15923	False	False	False	10904.0	29201.0	1242.0	44970.0	0.27	0.22	0.1	0.07	0.16	0.43	0.21	0.78	0.62	0.1	0.26
235	20.0	False	Buchanan, Cumberland Plateau	24173	False	False	False	10979.0	32067.0	1286.0	53228.0	0.31	0.24	0.09	0.07	0.16	0.37	0.22	0.79	0.65	0.1	0.25
236	12.0	False	Grayson, Mount Rogers	15702	False	False	False	11249.0	27887.0	926.0	24205.0	0.29	0.19	0.11	0.07	0.18	0.41	0.18	0.8	0.6	0.13	0.2
237	19.0	False	Wythe, Mount Rogers	29116	False	False	False	8767.0	31143.0	818.0	33485.0	0.22	0.14	0.09	0.06	0.17	0.31	0.2	0.74	0.62	0.16	0.16
238	21.0	False	Wise, Lenowisco	41505	False	False	False	9371.0	31060.0	1196.0	45820.0	0.28	0.23	0.08	0.05	0.16	0.23	0.23	0.7	0.65	0.13	0.24
239	76.0	False	Norton City, Lenowisco	3934	False	False	False	8499.0				0.32	0.21	0.07	0.04	0.12	0.22	0.25	0.55	0.63	0.25	0.17
240	18.0	False	Russell, Cumberland Plateau	28870	False	False	False	9685.0	30452.0	1093.0	37152.0	0.27	0.24	0.09	0.07	0.17	0.4	0.23	0.77	0.63	0.12	0.21
241	48.0	False	Galax City, Mount Rogers	6959	False	False	False	9383.0				0.37	0.23	0.1	0.07	0.21	0.26	0.3	0.63	0.56	0.15	0.16
242	15.0	False	Carroll, Mount Rogers	30002	False	False	False	9375.0	29308.0	942.0	33101.0	0.29	0.2	0.1	0.07	0.19	0.32	0.24	0.78	0.61	0.13	0.19
243	21.0	False	Smyth, Mount Rogers	32268	False	False	False	9671.0	29276.0	1064.0	37037.0	0.28	0.19	0.11	0.07	0.18	0.32	0.23	0.71	0.61	0.17	0.16
244	25.0	False	Tazewell, Cumberland Plateau	44807	False	False	False	8664.0	33033.0	952.0	38050.0	0.23	0.18	0.08	0.07	0.17	0.31	0.23	0.73	0.63	0.15	0.18
245	7.0	False	Clarke, Lord Fairfax	14081	False	False	False	9768.0	51711.0	354.0	37449.0	0.1	0.08	0.06	0.06	0.12	0.28	0.28	0.77	0.61	0.35	0.09
246	18.0	False	Warren, Lord Fairfax	37323	False	False	False	8974.0	38971.0	632.0	36394.0	0.16	0.1	0.07	0.07	0.16	0.19	0.32	0.74	0.63	0.22	0.13
247	12.0	False	Botetourt, Alleghany	32956	False	False	False	9519.0	41391.0	387.0	37594.0	0.1	0.07	0.06	0.06	0.12	0.35	0.22	0.88	0.61	0.26	0.07
248	13.0	False	Craig, Alleghany	5158	False	False	False	9792.0	30221.0	619.0	26731.0	0.2	0.12	0.08	0.08	0.16	0.32	0.12	0.89	0.63	0.14	0.1
249	30.0	False	Salem City, Alleghany	24733	False	False	False	9907.0				0.15	0.11	0.06	0.05	0.14	0.23	0.32	0.69	0.63	0.34	0.08
250	18.0	False	Roanoke, Alleghany	92023	False	False	False	9521.0	43147.0	434.0	48700.0	0.1	0.08	0.06	0.05	0.11	0.33	0.25	0.77	0.61	0.37	0.06
251	43.0	False	Roanoke City, Roanoke	96264	False	False	False	11083.0	37675.0	1234.0	49847.0	0.3	0.2	0.08	0.06	0.18	0.23	0.39	0.56	0.64	0.23	0.16
252	5.0	False	Rockingham, Central Shenandoah	75633	False	False	False	9718.0	31703.0	566.0	41527.0	0.13	0.1	0.06	0.09	0.18	0.31	0.27	0.76	0.61	0.24	0.17
253	23.0	False	Harrisonburg City, Central Shenandoah	48230	False	False	False	11821.0				0.24	0.27	0.08	0.08	0.23	0.1	0.42	0.37	0.77	0.38	0.2
254	33.0	False	Waynesboro City, Central Shenandoah	21006	False	False	False	9450.0				0.28	0.18	0.08	0.05	0.16	0.13	0.37	0.59	0.6	0.21	0.14
255	27.0	False	Staunton City, Central Shenandoah	23835	False	False	False	9993.0				0.23	0.16	0.07	0.06	0.17	0.16	0.36	0.61	0.62	0.31	0.14
256	7.0	False	Augusta, Central Shenandoah	73526	False	False	False	8980.0	36153.0	656.0	41735.0	0.14	0.1	0.06	0.06	0.15	0.21	0.24	0.81	0.63	0.2	0.13
257	39.0	False	Winchester City, Lord Fairfax	26117	False	False	False	11560.0				0.24	0.18	0.07	0.08	0.2	0.15	0.38	0.5	0.64	0.3	0.16
258	17.0	False	Frederick, Lord Fairfax	77277	False	False	False	9773.0	40498.0	573.0	45270.0	0.12	0.09	0.06	0.07	0.15	0.22	0.33	0.79	0.62	0.25	0.13
259	3.0	False	Bath, Central Shenandoah	4747	False	False	False	13757.0	43216.0	549.0	39100.0	0.16	0.11	0.06	0.08	0.17	0.53	0.2	0.85	0.59	0.11	0.12
260	4.0	False	Highland, Central Shenandoah	2354	False	False	False	16844.0	37976.0	475.0	23336.0	0.23	0.14	0.06	0.14	0.25	0.7	0.23	0.8	0.59	0.25	0.21
261	24.0	False	Covington City, Alleghany	5982	False	False	False	12237.0				0.26	0.16	0.09	0.05	0.16	0.39	0.26	0.7	0.59	0.11	0.17
262	19.0	False	Alleghany, Alleghany	16326	False	False	False	10240.0	33079.0	845.0	46533.0	0.2	0.14	0.08	0.06	0.14	0.47	0.23	0.81	0.59	0.17	0.13
263	10.0	False	Rockbridge, Central Shenandoah	22304	False	False	False	10542.0	32902.0	622.0	35359.0	0.19	0.13	0.07	0.08	0.17	0.34	0.3	0.74	0.6	0.23	0.14
264	6.0	False	Lexington City, Central Shenandoah	6998	False	False	False	9051.0				0.14	0.23	0.09	0.06	0.18	0.2	0.28	0.51	0.77	0.53	0.15
265	0.0	False	Buena Vista City, Central Shenandoah	6647	False	False	False	9846.0				0.22	0.15	0.09	0.05	0.17	0.22	0.34	0.64	0.61	0.17	0.15
266	8.0	False	Page, Lord Fairfax	24101	False	False	False	9330.0	32020.0	786.0	32772.0	0.24	0.17	0.11	0.07	0.18	0.29	0.29	0.75	0.61	0.13	0.21
267	15.0	False	Shenandoah, Lord Fairfax	41807	False	False	False	10115.0	34598.0	612.0	33450.0	0.2	0.13	0.07	0.08	0.18	0.27	0.32	0.7	0.6	0.18	0.15
268	24.0	True	Culpeper, Rappahannock Rapidan	46894	True	True	False	9067.0	39932.0	648.0	41534.0	0.15	0.11	0.06	0.08	0.17	0.58	0.39	0.74	0.62	0.23	0.14
269	11.0	True	Rappahannock, Rappahannock Rapidan	7440	True	True	False	12721.0	54086.0	420.0	37858.0	0.17	0.11	0.05	0.09	0.17	0.75	0.31	0.77	0.61	0.33	0.15
270	33.0	True	Lynchburg City, Central Virginia	75657	True	True	False	10429.0				0.29	0.24	0.07	0.05	0.16	0.59	0.38	0.54	0.67	0.33	0.12
271	12.0	True	Campbell, Central Virginia	54797	True	True	False	8777.0	34193.0	887.0	45974.0	0.19	0.14	0.06	0.06	0.16	0.59	0.26	0.76	0.62	0.18	0.12
272	13.0	True	Amherst, Central Virginia	32301	True	True	False	9728.0	31431.0	746.0	36966.0	0.2	0.14	0.07	0.07	0.17	0.57	0.24	0.76	0.62	0.18	0.15
273	3.0	True	Appomattox, Central Virginia	14952	True	True	False	8546.0	31793.0	933.0	28556.0	0.24	0.17	0.07	0.08	0.17	0.65	0.25	0.76	0.6	0.14	0.15
274	9.0	True	Bedford, Central Virginia	68750	True	True	False	8462.0	39201.0	534.0	34262.0	0.13	0.1	0.06	0.06	0.14	0.71	0.24	0.85	0.62	0.27	0.1
275		True	Bedford City, Central Virginia	6103	True	True	False					0.29	0.19	0.09	0.06	0.17	0.54	0.39	0.61	0.59	0.23	0.1
276	24.0	True	Charlottesville City, Thomas Jefferson	43223	True	True	False	15807.0				0.23	0.24	0.05	0.07	0.18	0.57	0.41	0.41	0.76	0.51	0.12
277	10.0	True	Albemarle, Thomas Jefferson	99484	True	True	False	12251.0	56728.0	507.0	55181.0	0.11	0.09	0.05	0.06	0.13	0.66	0.31	0.66	0.64	0.55	0.08
278	4.0	True	Fluvanna, Thomas Jefferson	25749	True	True	False	9153.0	36806.0	415.0	34464.0	0.11	0.09	0.05	0.06	0.14	0.58	0.26	0.88	0.61	0.27	0.13
279	14.0	True	Greene, Thomas Jefferson	18453	True	True	False	9783.0	35927.0	573.0	36826.0	0.14	0.1	0.06	0.08	0.17	0.6	0.33	0.78	0.62	0.24	0.15
280	8.0	True	Nelson, Thomas Jefferson	15000	True	True	False	11680.0	41696.0	761.0	31509.0	0.23	0.14	0.06	0.08	0.18	0.64	0.27	0.77	0.62	0.25	0.16
281	8.0	True	Madison, Rappahannock Rapidan	13270	True	True	False	9560.0	38558.0	591.0	34353.0	0.19	0.13	0.05	0.09	0.18	0.6	0.28	0.79	0.59	0.2	0.14
282	7.0	True	Louisa, Thomas Jefferson	33083	True	True	False	11646.0	38409.0	662.0	46831.0	0.17	0.12	0.06	0.09	0.17	0.58	0.28	0.8	0.63	0.19	0.15
283	9.0	True	Orange, Rappahannock Rapidan	33625	True	True	False	8373.0	40222.0	575.0	35753.0	0.14	0.1	0.07	0.07	0.16	0.59	0.32	0.77	0.59	0.22	0.12
284	9.0	True	King William, Three Rivers	15861	True	True	False	10142.0	39496.0	580.0	38814.0	0.13	0.08	0.06	0.07	0.14	0.72	0.32	0.83	0.63	0.21	0.09
285	11.0	True	Accomack, Eastern Shore	33454	True	True	False	9775.0	35679.0	1173.0	38736.0	0.31	0.2	0.08	0.1	0.21	0.61	0.26	0.7	0.6	0.17	0.18
286	17.0	True	Northampton, Eastern Shore	12408	True	True	False	11443.0	35912.0	1312.0	35954.0	0.35	0.23	0.09	0.09	0.21	0.61	0.33	0.69	0.58	0.2	0.16
287	14.0	True	King and Queen, Three Rivers	6968	True	True	False	14684.0	33151.0	784.0	36832.0	0.21	0.14	0.07	0.08	0.18	0.62	0.21	0.77	0.62	0.1	0.14
288	2.0	True	Middlesex, Three Rivers	10855	True	True	False	10531.0	42896.0	721.0	34508.0	0.26	0.15	0.06	0.09	0.17	0.61	0.24	0.83	0.58	0.3	0.09
289	5.0	True	Lancaster, Three Rivers	11371	True	True	False	11756.0	47905.0	807.0	34528.0	0.28	0.14	0.08	0.08	0.17	0.66	0.3	0.8	0.53	0.23	0.13
290	9.0	True	Northumberland, Three Rivers	12389	True	True	False	9602.0	40438.0	771.0	31772.0	0.29	0.15	0.08	0.1	0.19	0.67	0.33	0.85	0.53	0.19	0.13
291	9.0	True	Richmond, Three Rivers	9234	True	True	False	10652.0	29096.0	818.0	38028.0	0.24	0.2	0.06	0.09	0.19	0.48	0.23	0.73	0.64	0.09	0.22
292	24.0	True	Essex, Three Rivers	11130	True	True	False	10144.0	36149.0	1072.0	33629.0	0.26	0.16	0.07	0.07	0.17	0.6	0.29	0.76	0.61	0.14	0.18
293	16.0	True	Westmoreland, Three Rivers	17468	True	True	False	10617.0	36503.0	952.0	28720.0	0.29	0.18	0.07	0.08	0.2	0.54	0.29	0.76	0.59	0.14	0.19
294	12.0	True	Mathews, Three Rivers	8965	True	True	False	10073.0	47732.0	569.0	29255.0	0.18	0.1	0.06	0.08	0.16	0.6	0.25	0.79	0.55	0.24	0.11
295	29.0	True	Hampton City, Hampton	137471	True	True	False	10071.0	37734.0	947.0	54724.0	0.25	0.16	0.08	0.05	0.14	0.65	0.41	0.6	0.65	0.24	0.08
296	22.0	True	Williamsburg City, Peninsula	14207	True	True	False					0.24	0.23	0.08	0.06	0.15	0.58	0.38	0.43	0.76	0.48	0.08
297	29.0	True	Newport News City, Peninsula	180831	True	True	False	10842.0	38140.0	1062.0	58763.0	0.25	0.16	0.07	0.05	0.15	0.61	0.4	0.51	0.65	0.25	0.08
298	19.0	True	York, Peninsula	65503	True	True	False	9637.0	51037.0	311.0	40467.0	0.08	0.07	0.06	0.04	0.1	0.65	0.31	0.76	0.62	0.43	0.03
299	13.0	True	James City, Peninsula	66939	True	True	False	11123.0	55940.0	410.0	41497.0	0.11	0.08	0.06	0.05	0.12	0.7	0.32	0.76	0.58	0.44	0.07
300	10.0	True	Poquoson City, Peninsula	12110	True	True	False	9600.0				0.07	0.05	0.05	0.05	0.1	0.69	0.28	0.85	0.6	0.39	0.05
301	12.0	True	Gloucester, Three Rivers	36821	True	True	False	9238.0	42836.0	625.0	33295.0	0.15	0.1	0.06	0.07	0.15	0.63	0.31	0.84	0.63	0.21	0.09
302	20.0	True	Chesapeake City, Chesapeake	223233	True	True	False	10680.0	44147.0	608.0	44591.0	0.14	0.1	0.06	0.05	0.12	0.61	0.4	0.73	0.64	0.31	0.08
303	16.0	True	Norfolk City, Norfolk	243056	True	True	False	10419.0	36302.0	1100.0	64415.0	0.28	0.23	0.08	0.05	0.17	0.48	0.46	0.46	0.69	0.26	0.12
304	28.0	True	Portsmouth City, Portsmouth	95786	True	True	False	11230.0	36084.0	1319.0	61496.0	0.3	0.19	0.09	0.05	0.16	0.59	0.45	0.59	0.63	0.21	0.14
